,年,週,年齡別,縣市,腸病毒急診就診人次
5353,2009,29,0,台南市,7
5354,2009,30,1-3,花蓮縣,5
5355,2009,30,0,新竹縣,1
5356,2009,31,4-6,苗栗縣,4
5357,2009,31,4-6,雲林縣,7
5358,2009,33,1-3,苗栗縣,2
5359,2009,33,1-3,嘉義縣,2
5360,2009,14,7-15,彰化縣,1
5361,2009,15,1-3,南投縣,4
5362,2009,15,1-3,新北市,10
5363,2009,15,4-6,花蓮縣,2
5364,2009,15,4-6,雲林縣,2
5365,2009,17,0,台北市,2
5366,2009,18,1-3,宜蘭縣,12
5367,2009,18,4-6,宜蘭縣,5
5368,2009,19,0,台北市,2
5369,2009,20,1-3,嘉義市,8
5370,2009,20,4-6,桃園市,3
5371,2009,21,16+,台北市,2
5372,2009,21,4-6,南投縣,2
5373,2009,22,0,彰化縣,3
5374,2009,22,1-3,澎湖縣,1
5375,2009,22,7-15,苗栗縣,1
5376,2009,23,0,桃園市,2
5377,2009,23,0,嘉義市,4
5378,2009,23,7-15,台中市,5
5379,2009,25,0,屏東縣,4
5380,2009,25,0,高雄市,8
5381,2009,26,4-6,基隆市,1
5382,2009,23,0,嘉義縣,1
5383,2009,24,4-6,新北市,16
5384,2009,24,0,台北市,6
5385,2009,24,0,嘉義市,2
5386,2009,25,1-3,桃園市,28
5387,2009,25,4-6,新北市,14
5388,2009,26,1-3,南投縣,4
5389,2009,26,4-6,花蓮縣,1
5390,2009,27,0,彰化縣,3
5391,2009,27,1-3,南投縣,9
5392,2009,27,1-3,新北市,42
5393,2009,27,0,苗栗縣,1
5394,2009,30,1-3,台中市,63
5395,2009,30,0,高雄市,4
5396,2009,31,4-6,台北市,19
5397,2009,31,4-6,嘉義市,5
5398,2009,31,0,台南市,1
5399,2009,32,0,新竹市,7
5400,2009,32,0,新竹縣,1
5401,2009,33,0,台中市,1
5402,2009,33,7-15,台南市,1
5403,2009,35,16+,桃園市,2
5404,2009,16,1-3,新竹市,5
5405,2009,16,1-3,彰化縣,30
5406,2009,16,4-6,新竹市,2
5407,2009,21,1-3,基隆市,6
5408,2009,22,1-3,新北市,31
5409,2009,22,1-3,新竹縣,1
5410,2009,23,0,宜蘭縣,1
5411,2009,23,1-3,宜蘭縣,14
5412,2009,23,7-15,台北市,4
5413,2009,24,0,台北市,2
5414,2009,26,0,南投縣,2
5415,2009,26,0,彰化縣,3
5416,2009,27,16+,基隆市,3
5417,2009,28,0,新北市,6
5418,2009,30,1-3,宜蘭縣,19
5419,2009,30,0,台東縣,1
5420,2009,31,4-6,台南市,15
5421,2009,31,0,新北市,3
5422,2009,31,7-15,南投縣,3
5423,2009,32,1-3,雲林縣,15
5424,2009,32,0,台中市,7
5425,2009,33,0,台北市,3
5426,2008,14,7-15,彰化縣,1
5427,2008,15,4-6,新北市,3
5428,2008,18,1-3,南投縣,3
5429,2008,21,0,彰化縣,1
5430,2008,21,4-6,彰化縣,16
5431,2008,23,0,台北市,11
5432,2008,24,1-3,彰化縣,101
5433,2008,24,4-6,基隆市,11
5434,2008,25,1-3,基隆市,31
5435,2008,25,0,桃園市,23
5436,2008,25,0,雲林縣,4
5437,2008,26,16+,雲林縣,1
5438,2008,26,0,嘉義市,3
5439,2008,27,0,屏東縣,2
5440,2008,27,0,桃園市,2
5441,2008,28,0,高雄市,5
5442,2008,28,16+,高雄市,3
5443,2008,29,0,屏東縣,2
5444,2008,29,0,新北市,2
5445,2008,29,7-15,高雄市,7
5446,2008,30,1-3,新竹市,15
5447,2008,30,0,彰化縣,8
5448,2008,31,1-3,宜蘭縣,4
5449,2007,3,0,苗栗縣,1
5450,2007,5,1-3,苗栗縣,1
5451,2007,5,7-15,台北市,1
5452,2007,8,1-3,新竹市,6
5453,2007,9,1-3,屏東縣,1
5454,2007,9,1-3,彰化縣,1
5455,2007,10,0,宜蘭縣,1
5456,2007,18,0,新北市,1
5457,2007,18,1-3,台中市,11
5458,2007,18,4-6,台中市,3
5459,2007,18,0,彰化縣,2
5460,2007,19,1-3,宜蘭縣,2
5461,2007,20,4-6,宜蘭縣,2
5462,2007,21,0,新北市,4
5463,2007,22,1-3,嘉義市,9
5464,2007,22,4-6,高雄市,9
5465,2007,22,4-6,雲林縣,2
5466,2007,24,4-6,基隆市,1
5467,2007,27,0,屏東縣,2
5468,2007,28,4-6,屏東縣,1
5469,2007,28,4-6,嘉義市,3
5470,2007,30,1-3,台東縣,2
5471,2007,30,7-15,雲林縣,1
5472,2009,14,4-6,台東縣,1
5473,2009,14,0,花蓮縣,2
5474,2009,15,16+,苗栗縣,1
5475,2009,16,4-6,宜蘭縣,4
5476,2009,17,4-6,宜蘭縣,2
5477,2009,17,4-6,苗栗縣,2
5478,2009,17,7-15,高雄市,5
5479,2009,18,0,台北市,2
5480,2009,18,0,高雄市,1
5481,2009,18,4-6,金門縣,2
5482,2009,19,4-6,宜蘭縣,3
5483,2009,19,7-15,雲林縣,2
5484,2009,20,0,嘉義市,2
5485,2009,21,0,桃園市,1
5486,2009,21,1-3,台中市,45
5487,2009,22,0,台中市,3
5488,2009,22,0,台北市,9
5489,2009,23,4-6,南投縣,2
5490,2009,24,4-6,台中市,10
5491,2009,24,0,澎湖縣,1
5492,2009,25,1-3,高雄市,35
5493,2009,25,0,澎湖縣,3
5494,2009,34,1-3,嘉義市,8
5495,2009,34,4-6,桃園市,5
5496,2009,35,1-3,宜蘭縣,9
5497,2009,35,4-6,花蓮縣,1
5498,2009,36,1-3,彰化縣,23
5499,2009,36,4-6,台北市,9
5500,2009,38,1-3,新竹縣,1
5501,2009,38,0,台北市,6
5502,2009,39,4-6,台中市,6
5503,2009,39,4-6,嘉義市,1
5504,2009,39,0,台南市,1
5505,2009,40,0,雲林縣,1
5506,2009,40,16+,苗栗縣,1
5507,2009,40,1-3,新竹縣,1
5508,2009,40,0,台北市,1
5509,2009,41,0,彰化縣,1
5510,2009,41,0,嘉義縣,1
5511,2009,42,1-3,嘉義市,2
5512,2009,47,1-3,苗栗縣,1
5513,2009,50,1-3,彰化縣,4
5514,2009,50,4-6,台北市,5
5515,2009,50,4-6,基隆市,1
5516,2009,50,7-15,新北市,4
5517,2007,41,7-15,基隆市,2
5518,2007,42,0,台南市,1
5519,2007,42,0,屏東縣,1
5520,2007,42,0,新北市,3
5521,2007,42,0,新竹縣,1
5522,2007,43,0,台東縣,1
5523,2007,44,16+,高雄市,1
5524,2007,45,16+,高雄市,1
5525,2007,47,1-3,屏東縣,10
5526,2007,48,4-6,嘉義縣,2
5527,2007,48,0,高雄市,3
5528,2007,50,7-15,桃園市,1
5529,2007,52,4-6,新北市,9
5530,2007,52,0,台中市,3
5531,2007,52,7-15,彰化縣,1
5532,2008,1,16+,新北市,1
5533,2008,1,1-3,台北市,20
5534,2008,2,1-3,新竹市,9
5535,2008,3,0,台南市,1
5536,2008,4,4-6,台南市,3
5537,2008,5,1-3,花蓮縣,2
5538,2008,6,0,南投縣,1
5539,2008,6,4-6,澎湖縣,2
5540,2009,46,1-3,台中市,8
5541,2009,47,1-3,彰化縣,5
5542,2009,48,0,高雄市,5
5543,2009,49,4-6,嘉義市,2
5544,2009,49,4-6,彰化縣,1
5545,2009,49,7-15,宜蘭縣,1
5546,2009,50,7-15,台南市,1
5547,2009,51,4-6,台北市,8
5548,2010,3,1-3,高雄市,13
5549,2010,3,4-6,南投縣,1
5550,2010,3,7-15,彰化縣,1
5551,2010,6,0,南投縣,1
5552,2010,8,7-15,新北市,4
5553,2010,9,0,新北市,4
5554,2010,9,7-15,高雄市,1
5555,2010,10,1-3,高雄市,16
5556,2010,10,4-6,新竹市,3
5557,2010,10,0,彰化縣,4
5558,2010,11,0,台北市,1
5559,2010,12,1-3,桃園市,9
5560,2010,12,7-15,基隆市,1
5561,2010,13,4-6,屏東縣,3
5562,2010,13,7-15,澎湖縣,1
5563,2009,39,0,台東縣,1
5564,2009,39,0,新竹市,2
5565,2009,39,7-15,基隆市,1
5566,2009,40,7-15,台東縣,1
5567,2009,41,1-3,新北市,15
5568,2009,42,0,花蓮縣,1
5569,2009,42,1-3,高雄市,12
5570,2009,43,0,澎湖縣,2
5571,2009,43,1-3,花蓮縣,1
5572,2009,43,7-15,基隆市,1
5573,2009,45,16+,苗栗縣,1
5574,2009,46,0,台北市,1
5575,2009,46,1-3,新竹縣,1
5576,2009,46,1-3,澎湖縣,20
5577,2009,46,4-6,台中市,1
5578,2009,47,0,新竹市,1
5579,2009,48,4-6,南投縣,1
5580,2009,48,0,台中市,4
5581,2010,2,16+,新北市,37
5582,2010,2,1-3,台中市,13
5583,2010,2,1-3,台南市,2
5584,2010,5,1-3,新北市,7
5585,2008,26,1-3,金門縣,6
5586,2008,27,1-3,金門縣,1
5587,2008,28,1-3,嘉義縣,13
5588,2008,28,4-6,嘉義縣,6
5589,2008,29,0,高雄市,2
5590,2008,29,1-3,屏東縣,5
5591,2008,29,4-6,新竹市,2
5592,2008,29,7-15,宜蘭縣,1
5593,2008,30,4-6,屏東縣,3
5594,2008,31,4-6,宜蘭縣,1
5595,2008,32,1-3,桃園市,17
5596,2008,33,4-6,屏東縣,1
5597,2008,36,1-3,台中市,14
5598,2008,36,4-6,彰化縣,3
5599,2008,37,1-3,彰化縣,16
5600,2008,38,1-3,南投縣,2
5601,2008,38,4-6,雲林縣,1
5602,2008,38,4-6,嘉義市,2
5603,2008,41,1-3,花蓮縣,2
5604,2008,41,4-6,桃園市,2
5605,2008,42,4-6,嘉義市,1
5606,2008,42,0,屏東縣,2
5607,2008,45,16+,新竹市,1
5608,2009,22,0,台中市,5
5609,2009,22,0,花蓮縣,3
5610,2009,22,0,南投縣,1
5611,2009,23,16+,台南市,1
5612,2009,23,4-6,台北市,11
5613,2009,23,4-6,彰化縣,7
5614,2009,23,0,桃園市,4
5615,2009,23,7-15,台南市,1
5616,2009,24,1-3,花蓮縣,3
5617,2009,24,0,嘉義縣,1
5618,2009,25,1-3,花蓮縣,3
5619,2009,25,4-6,宜蘭縣,9
5620,2009,25,7-15,基隆市,1
5621,2009,27,4-6,澎湖縣,1
5622,2009,28,0,花蓮縣,1
5623,2009,28,0,桃園市,5
5624,2009,28,7-15,彰化縣,4
5625,2009,29,0,台北市,3
5626,2009,30,4-6,台北市,18
5627,2009,30,4-6,彰化縣,15
5628,2009,31,16+,屏東縣,1
5629,2009,31,7-15,高雄市,1
5630,2009,34,4-6,苗栗縣,2
5631,2008,43,1-3,桃園市,18
5632,2008,46,4-6,苗栗縣,1
5633,2008,49,1-3,台北市,24
5634,2008,50,4-6,基隆市,1
5635,2008,50,0,新北市,1
5636,2008,50,7-15,新北市,3
5637,2008,51,0,新北市,1
5638,2009,3,1-3,屏東縣,1
5639,2009,8,16+,屏東縣,1
5640,2009,8,1-3,桃園市,5
5641,2009,12,7-15,花蓮縣,1
5642,2009,14,7-15,基隆市,1
5643,2009,15,4-6,宜蘭縣,4
5644,2009,15,0,台東縣,1
5645,2009,15,7-15,基隆市,1
5646,2009,16,16+,台北市,1
5647,2009,17,1-3,彰化縣,20
5648,2009,18,1-3,南投縣,4
5649,2009,18,4-6,雲林縣,3
5650,2009,18,4-6,新北市,4
5651,2009,18,0,台中市,4
5652,2009,20,0,台北市,4
5653,2009,20,0,苗栗縣,1
5654,2009,5,0,新北市,1
5655,2009,5,0,台北市,5
5656,2009,6,4-6,南投縣,1
5657,2009,7,1-3,新竹市,2
5658,2009,7,4-6,南投縣,1
5659,2009,8,1-3,台南市,4
5660,2009,9,1-3,新北市,3
5661,2009,9,4-6,花蓮縣,1
5662,2009,12,0,新北市,2
5663,2009,13,0,台北市,2
5664,2009,14,0,桃園市,1
5665,2009,15,4-6,彰化縣,4
5666,2009,17,0,彰化縣,4
5667,2009,19,7-15,新竹市,1
5668,2009,20,0,高雄市,1
5669,2009,20,16+,桃園市,1
5670,2009,20,4-6,屏東縣,3
5671,2009,20,7-15,桃園市,2
5672,2009,21,1-3,台北市,40
5673,2009,21,7-15,新北市,4
5674,2009,22,1-3,台南市,57
5675,2009,23,1-3,基隆市,3
5676,2009,9,1-3,台中市,21
5677,2009,13,4-6,台中市,5
5678,2009,13,4-6,彰化縣,3
5679,2009,14,0,台北市,2
5680,2009,17,4-6,南投縣,2
5681,2009,18,1-3,新北市,34
5682,2009,18,4-6,新竹縣,1
5683,2009,18,7-15,台中市,3
5684,2009,18,7-15,嘉義市,2
5685,2009,19,0,嘉義市,1
5686,2009,19,1-3,新竹市,13
5687,2009,20,1-3,宜蘭縣,6
5688,2009,20,1-3,澎湖縣,1
5689,2009,20,7-15,基隆市,1
5690,2009,21,0,台北市,2
5691,2009,22,1-3,雲林縣,8
5692,2009,22,7-15,高雄市,2
5693,2009,24,0,台南市,5
5694,2009,25,16+,高雄市,1
5695,2009,25,1-3,台北市,50
5696,2009,25,7-15,台南市,4
5697,2009,27,0,高雄市,1
5698,2008,48,1-3,花蓮縣,2
5699,2008,48,0,桃園市,3
5700,2008,49,1-3,彰化縣,9
5701,2008,49,4-6,新北市,14
5702,2008,50,0,台中市,1
5703,2008,50,4-6,屏東縣,1
5704,2008,51,1-3,苗栗縣,2
5705,2008,51,1-3,基隆市,2
5706,2009,2,1-3,高雄市,8
5707,2009,4,1-3,新竹縣,1
5708,2009,5,1-3,基隆市,2
5709,2009,5,4-6,台北市,8
5710,2009,5,0,雲林縣,2
5711,2009,5,7-15,嘉義縣,1
5712,2009,10,7-15,高雄市,3
5713,2009,12,4-6,台中市,2
5714,2009,13,4-6,桃園市,1
5715,2009,16,1-3,台北市,38
5716,2009,16,1-3,台南市,5
5717,2009,16,1-3,桃園市,15
5718,2009,17,1-3,台北市,42
5719,2009,17,1-3,基隆市,3
5720,2009,18,0,宜蘭縣,1
5721,2009,35,7-15,桃園市,2
5722,2009,36,1-3,屏東縣,8
5723,2009,37,1-3,屏東縣,3
5724,2009,39,1-3,屏東縣,2
5725,2009,43,0,屏東縣,1
5726,2009,44,7-15,嘉義市,1
5727,2009,45,4-6,屏東縣,1
5728,2009,47,16+,嘉義縣,1
5729,2009,47,1-3,南投縣,2
5730,2009,48,1-3,屏東縣,2
5731,2009,50,1-3,新竹市,5
5732,2009,50,4-6,新北市,5
5733,2009,51,4-6,台南市,1
5734,2009,51,4-6,桃園市,3
5735,2010,1,0,桃園市,2
5736,2010,2,4-6,台南市,1
5737,2010,2,0,彰化縣,1
5738,2010,3,0,高雄市,2
5739,2010,4,1-3,雲林縣,3
5740,2010,4,1-3,新竹市,6
5741,2010,4,4-6,新北市,5
5742,2010,4,0,台中市,1
5743,2010,7,4-6,花蓮縣,2
5744,2009,41,1-3,苗栗縣,1
5745,2009,41,1-3,基隆市,2
5746,2009,41,4-6,台北市,6
5747,2009,43,1-3,澎湖縣,1
5748,2009,43,4-6,彰化縣,1
5749,2009,44,16+,新北市,1
5750,2009,47,7-15,台中市,1
5751,2009,49,0,新北市,1
5752,2009,49,4-6,屏東縣,1
5753,2009,49,0,彰化縣,1
5754,2009,51,16+,彰化縣,1
5755,2009,52,1-3,南投縣,2
5756,2010,3,4-6,台中市,3
5757,2010,4,7-15,台北市,1
5758,2010,5,1-3,宜蘭縣,1
5759,2010,6,1-3,桃園市,7
5760,2010,7,7-15,台中市,5
5761,2010,8,4-6,台南市,1
5762,2010,9,1-3,雲林縣,2
5763,2010,9,0,台中市,7
5764,2010,10,1-3,台中市,30
5765,2010,11,4-6,彰化縣,6
5766,2010,11,7-15,台南市,1
5767,2008,31,4-6,桃園市,4
5768,2008,32,0,金門縣,1
5769,2008,35,0,台北市,1
5770,2008,36,4-6,嘉義縣,2
5771,2008,37,7-15,高雄市,5
5772,2008,38,1-3,雲林縣,3
5773,2008,40,1-3,雲林縣,4
5774,2008,41,4-6,嘉義市,1
5775,2008,42,16+,基隆市,1
5776,2008,45,0,新竹市,1
5777,2008,46,4-6,台中市,2
5778,2008,46,4-6,屏東縣,2
5779,2008,48,1-3,台中市,17
5780,2008,51,4-6,彰化縣,2
5781,2008,52,1-3,高雄市,5
5782,2009,1,1-3,新竹市,13
5783,2009,1,4-6,新北市,1
5784,2009,1,0,台中市,2
5785,2009,4,7-15,台南市,3
5786,2009,5,0,台南市,1
5787,2009,7,7-15,新北市,1
5788,2009,8,1-3,南投縣,1
5789,2008,11,0,彰化縣,1
5790,2008,13,1-3,高雄市,19
5791,2008,14,0,彰化縣,4
5792,2008,15,0,南投縣,1
5793,2008,15,0,屏東縣,3
5794,2008,15,0,彰化縣,5
5795,2008,19,1-3,雲林縣,17
5796,2008,20,1-3,宜蘭縣,13
5797,2008,22,16+,新北市,4
5798,2008,22,0,南投縣,2
5799,2008,22,7-15,基隆市,1
5800,2008,23,0,台南市,11
5801,2008,24,0,台中市,5
5802,2008,25,0,台中市,12
5803,2008,25,0,苗栗縣,2
5804,2008,25,4-6,彰化縣,30
5805,2008,26,0,新竹市,4
5806,2008,26,1-3,彰化縣,86
5807,2008,28,1-3,屏東縣,10
5808,2008,29,1-3,嘉義市,10
5809,2008,30,0,高雄市,2
5810,2008,30,0,彰化縣,2
5811,2007,49,1-3,屏東縣,7
5812,2007,49,1-3,新竹市,6
5813,2007,49,4-6,高雄市,7
5814,2007,51,1-3,南投縣,4
5815,2007,51,1-3,新北市,13
5816,2007,52,1-3,高雄市,21
5817,2008,1,4-6,宜蘭縣,3
5818,2008,3,0,苗栗縣,1
5819,2008,4,7-15,台東縣,1
5820,2008,5,4-6,台南市,8
5821,2008,6,4-6,屏東縣,5
5822,2008,8,0,桃園市,2
5823,2008,10,4-6,台北市,6
5824,2008,11,4-6,南投縣,2
5825,2008,11,4-6,新竹縣,4
5826,2008,12,0,新竹市,1
5827,2008,14,4-6,嘉義縣,1
5828,2008,15,7-15,嘉義市,1
5829,2008,17,0,台北市,6
5830,2008,18,0,台南市,5
5831,2008,20,4-6,宜蘭縣,3
5832,2008,21,1-3,嘉義縣,12
5833,2008,21,7-15,新竹市,5
5834,2009,27,7-15,台南市,3
5835,2009,28,0,台南市,4
5836,2009,28,0,高雄市,1
5837,2009,28,1-3,新竹縣,4
5838,2009,28,7-15,台中市,4
5839,2009,29,0,嘉義市,1
5840,2009,30,1-3,苗栗縣,11
5841,2009,31,0,宜蘭縣,1
5842,2009,31,16+,新北市,1
5843,2009,31,1-3,宜蘭縣,8
5844,2009,31,1-3,嘉義市,8
5845,2009,32,0,嘉義縣,3
5846,2009,33,16+,基隆市,3
5847,2009,33,1-3,花蓮縣,7
5848,2009,33,7-15,雲林縣,1
5849,2009,34,1-3,高雄市,25
5850,2009,34,4-6,彰化縣,5
5851,2009,35,1-3,高雄市,18
5852,2009,35,4-6,新竹縣,1
5853,2009,38,1-3,新竹市,5
5854,2009,39,4-6,台東縣,1
5855,2009,40,1-3,台東縣,3
5856,2008,18,0,台北市,12
5857,2008,19,0,嘉義市,1
5858,2008,19,0,彰化縣,1
5859,2008,20,4-6,雲林縣,6
5860,2008,20,0,屏東縣,2
5861,2008,20,7-15,屏東縣,6
5862,2008,21,0,台中市,1
5863,2008,21,16+,台北市,1
5864,2008,21,1-3,桃園市,46
5865,2008,22,0,高雄市,8
5866,2008,22,7-15,新竹市,3
5867,2008,23,4-6,新竹縣,9
5868,2008,24,0,高雄市,4
5869,2008,26,0,新竹縣,1
5870,2008,27,16+,花蓮縣,1
5871,2008,28,1-3,彰化縣,38
5872,2008,28,4-6,台中市,27
5873,2008,28,4-6,台北市,36
5874,2008,28,4-6,基隆市,5
5875,2008,28,4-6,嘉義市,5
5876,2008,28,0,花蓮縣,3
5877,2008,28,7-15,新竹縣,2
5878,2008,29,1-3,嘉義縣,4
5879,2009,30,1-3,嘉義市,9
5880,2009,30,4-6,雲林縣,6
5881,2009,31,0,台中市,2
5882,2009,31,4-6,屏東縣,2
5883,2009,33,1-3,台中市,44
5884,2009,33,0,新竹市,4
5885,2009,33,0,嘉義市,1
5886,2009,34,1-3,屏東縣,8
5887,2009,34,4-6,嘉義市,3
5888,2009,35,4-6,新竹市,7
5889,2009,36,1-3,新北市,20
5890,2009,36,0,花蓮縣,1
5891,2009,36,7-15,台中市,3
5892,2009,37,0,台南市,3
5893,2009,37,0,桃園市,3
5894,2009,37,1-3,南投縣,10
5895,2009,37,1-3,新竹縣,1
5896,2009,38,1-3,基隆市,7
5897,2009,38,4-6,台南市,5
5898,2009,39,1-3,新北市,14
5899,2009,39,1-3,新竹縣,1
5900,2009,41,7-15,台南市,1
5901,2008,19,4-6,高雄市,21
5902,2008,20,0,高雄市,1
5903,2008,20,1-3,苗栗縣,7
5904,2008,21,0,桃園市,4
5905,2008,22,0,澎湖縣,1
5906,2008,25,0,彰化縣,6
5907,2008,25,0,台北市,32
5908,2008,25,0,苗栗縣,4
5909,2008,28,1-3,新北市,54
5910,2008,28,1-3,新竹市,38
5911,2008,29,1-3,南投縣,18
5912,2008,30,1-3,台中市,53
5913,2008,30,0,宜蘭縣,1
5914,2008,32,1-3,台南市,21
5915,2008,33,4-6,澎湖縣,1
5916,2008,35,4-6,屏東縣,3
5917,2008,35,7-15,桃園市,1
5918,2008,36,0,新北市,1
5919,2008,36,0,彰化縣,4
5920,2008,38,1-3,屏東縣,1
5921,2008,39,1-3,高雄市,22
5922,2008,39,4-6,新竹市,1
5923,2008,39,0,彰化縣,2
5924,2008,52,4-6,新竹市,1
5925,2008,52,4-6,彰化縣,1
5926,2009,4,1-3,彰化縣,6
5927,2009,5,0,高雄市,1
5928,2009,5,1-3,彰化縣,8
5929,2009,7,1-3,台中市,11
5930,2009,8,0,台南市,1
5931,2009,8,0,花蓮縣,2
5932,2009,9,16+,苗栗縣,1
5933,2009,9,4-6,新北市,1
5934,2009,11,4-6,宜蘭縣,1
5935,2009,11,0,台東縣,1
5936,2009,15,0,台中市,3
5937,2009,16,1-3,屏東縣,3
5938,2009,17,1-3,嘉義市,10
5939,2009,17,4-6,高雄市,20
5940,2009,18,1-3,花蓮縣,11
5941,2009,18,1-3,高雄市,29
5942,2009,19,1-3,屏東縣,5
5943,2009,19,1-3,嘉義市,5
5944,2009,19,4-6,高雄市,14
5945,2009,20,4-6,彰化縣,4
5946,2009,27,0,嘉義市,6
5947,2009,27,0,彰化縣,7
5948,2009,27,7-15,基隆市,1
5949,2009,29,0,台北市,1
5950,2009,29,0,彰化縣,6
5951,2009,31,1-3,台南市,46
5952,2009,31,4-6,花蓮縣,4
5953,2009,32,1-3,屏東縣,5
5954,2009,32,4-6,屏東縣,6
5955,2009,33,0,新竹縣,1
5956,2009,34,0,雲林縣,3
5957,2009,35,4-6,基隆市,4
5958,2009,35,4-6,彰化縣,3
5959,2009,36,4-6,南投縣,5
5960,2009,37,0,彰化縣,2
5961,2009,38,4-6,新北市,1
5962,2009,39,4-6,高雄市,5
5963,2009,43,1-3,彰化縣,14
5964,2009,44,1-3,宜蘭縣,3
5965,2009,44,7-15,新北市,2
5966,2009,47,7-15,澎湖縣,2
5967,2009,49,16+,桃園市,1
5968,2009,28,1-3,台南市,58
5969,2009,28,1-3,新竹市,28
5970,2009,28,4-6,新北市,6
5971,2009,29,0,桃園市,2
5972,2009,29,4-6,高雄市,6
5973,2009,30,0,新竹市,5
5974,2009,32,1-3,台中市,75
5975,2009,32,4-6,苗栗縣,3
5976,2009,32,7-15,高雄市,1
5977,2009,33,1-3,宜蘭縣,5
5978,2009,36,4-6,高雄市,7
5979,2009,36,7-15,彰化縣,1
5980,2009,38,0,桃園市,4
5981,2009,40,1-3,苗栗縣,1
5982,2009,41,7-15,宜蘭縣,1
5983,2009,42,16+,南投縣,1
5984,2009,42,0,新北市,1
5985,2009,45,1-3,宜蘭縣,2
5986,2009,46,7-15,澎湖縣,2
5987,2009,47,0,台北市,1
5988,2009,48,1-3,新竹市,6
5989,2009,49,4-6,金門縣,1
5990,2009,52,4-6,南投縣,2
5991,2007,36,0,南投縣,4
5992,2007,36,0,新北市,2
5993,2007,37,0,高雄市,1
5994,2007,37,1-3,台中市,33
5995,2007,38,1-3,嘉義市,6
5996,2007,39,4-6,嘉義縣,1
5997,2007,40,4-6,南投縣,2
5998,2007,41,0,台中市,1
5999,2007,43,1-3,新竹市,6
6000,2007,43,4-6,新北市,7
6001,2007,43,7-15,台北市,2
6002,2007,43,7-15,嘉義市,1
6003,2007,44,1-3,台東縣,1
6004,2007,44,4-6,台中市,7
6005,2007,45,0,新竹市,2
6006,2007,46,7-15,桃園市,1
6007,2007,47,0,新北市,1
6008,2007,47,1-3,台南市,19
6009,2007,48,1-3,台中市,9
6010,2007,48,4-6,彰化縣,2
6011,2007,50,4-6,台南市,2
6012,2008,2,1-3,高雄市,21
6013,2008,3,4-6,台東縣,1
6014,2009,34,0,雲林縣,3
6015,2009,34,0,新北市,4
6016,2009,34,7-15,花蓮縣,2
6017,2009,35,0,宜蘭縣,1
6018,2009,35,7-15,南投縣,1
6019,2009,35,7-15,嘉義市,1
6020,2009,36,4-6,屏東縣,4
6021,2009,38,1-3,苗栗縣,2
6022,2009,40,0,花蓮縣,1
6023,2009,41,0,台南市,2
6024,2009,44,1-3,高雄市,16
6025,2009,45,4-6,台南市,2
6026,2009,47,4-6,澎湖縣,24
6027,2009,51,16+,基隆市,4
6028,2009,51,1-3,宜蘭縣,2
6029,2009,51,1-3,新竹市,7
6030,2009,51,4-6,屏東縣,2
6031,2009,51,4-6,新北市,1
6032,2009,51,0,彰化縣,2
6033,2009,52,0,台北市,1
6034,2009,53,4-6,新竹市,1
6035,2009,53,0,新北市,1
6036,2008,25,1-3,高雄市,121
6037,2008,25,0,嘉義縣,1
6038,2008,26,0,基隆市,5
6039,2008,26,4-6,澎湖縣,8
6040,2008,26,7-15,苗栗縣,6
6041,2008,27,4-6,彰化縣,31
6042,2008,28,7-15,彰化縣,4
6043,2008,28,7-15,澎湖縣,1
6044,2008,29,4-6,新竹縣,1
6045,2008,29,4-6,澎湖縣,2
6046,2008,30,1-3,台北市,42
6047,2008,30,7-15,新北市,5
6048,2008,31,0,高雄市,1
6049,2008,31,1-3,台東縣,1
6050,2008,31,0,高雄市,5
6051,2008,32,4-6,台南市,7
6052,2008,32,0,雲林縣,2
6053,2008,32,7-15,雲林縣,1
6054,2008,33,1-3,嘉義市,6
6055,2008,34,1-3,台南市,16
6056,2008,34,0,嘉義市,2
6057,2008,34,7-15,南投縣,4
6058,2009,51,1-3,台北市,10
6059,2009,53,4-6,彰化縣,1
6060,2010,1,4-6,花蓮縣,1
6061,2010,3,4-6,桃園市,2
6062,2010,3,7-15,澎湖縣,3
6063,2010,5,1-3,台北市,33
6064,2010,5,1-3,苗栗縣,3
6065,2010,5,1-3,嘉義縣,1
6066,2010,6,0,桃園市,1
6067,2010,7,4-6,高雄市,10
6068,2010,7,0,桃園市,3
6069,2010,7,7-15,桃園市,3
6070,2010,8,0,高雄市,3
6071,2010,10,1-3,新北市,19
6072,2010,11,16+,台北市,2
6073,2010,11,1-3,金門縣,2
6074,2010,11,1-3,高雄市,17
6075,2010,12,1-3,新竹縣,3
6076,2010,12,1-3,澎湖縣,2
6077,2010,12,7-15,台北市,2
6078,2010,13,1-3,苗栗縣,6
6079,2010,14,1-3,南投縣,8
6080,2009,40,1-3,澎湖縣,1
6081,2009,40,0,新竹市,1
6082,2009,42,0,高雄市,1
6083,2009,42,7-15,高雄市,1
6084,2009,44,16+,基隆市,2
6085,2009,45,7-15,新北市,3
6086,2009,46,0,澎湖縣,2
6087,2009,46,7-15,台北市,2
6088,2009,47,7-15,台東縣,1
6089,2009,48,0,屏東縣,1
6090,2009,49,0,台北市,1
6091,2009,51,0,新北市,2
6092,2009,52,1-3,台南市,3
6093,2009,52,1-3,新竹市,3
6094,2010,1,1-3,台北市,14
6095,2010,1,1-3,高雄市,10
6096,2010,3,4-6,台南市,1
6097,2010,4,1-3,南投縣,3
6098,2010,6,7-15,彰化縣,1
